(1)
position 0 1 7100
rotation 0 0 0 
scale 1 1 1
(72)
position -10 6 7200
rotation 0 0 0
scale 1 1 1
(73)
position 6 -12 7300
rotation 0 0 0 
scale 1 1 1
(74)
position -14 -4 7400
rotation 0 0 0 
scale 1 1 1
(75)
position 17 16 7500
rotation 0 0 0 
scale 1 1 1
(76)
position -12 8 7600
rotation 0 0 0 
scale 1 1 1
(77)
position 10 -19 7700
rotation 0 0 0 
scale 1 1 1
(78)
position -6 15 7800
rotation 0 0 0 
scale 1 1 1
(79)
position 14 3 7900
rotation 0 0 0 
scale 1 1 1
(80)
position -17 -6 8000
rotation 0 0 0 
scale 1 1 1
(81)
position 0 1 8100
rotation 0 0 0 
scale 1 1 1
(82)
position -10 6 8200
rotation 0 0 0
scale 1 1 1
(83)
position 6 -12 8300
rotation 0 0 0 
scale 1 1 1
(84)
position -14 -4 8400
rotation 0 0 0 
scale 1 1 1
(85)
position 17 16 8500
rotation 0 0 0 
scale 1 1 1
(86)
position -12 8 8600
rotation 0 0 0 
scale 1 1 1
(87)
position 10 -19 8700
rotation 0 0 0 
scale 1 1 1
(88)
position -6 15 8800
rotation 0 0 0 
scale 1 1 1
(89)
position 14 3 8900
rotation 0 0 0 
scale 1 1 1
(90)
position -17 -6 9000
rotation 0 0 0 
scale 1 1 1
(91)
position 0 1 9100
rotation 0 0 0 
scale 1 1 1
(92)
position -10 6 9200
rotation 0 0 0
scale 1 1 1
(93)
position 6 -12 9300
rotation 0 0 0 
scale 1 1 1
(94)
position -14 -4 9400
rotation 0 0 0 
scale 1 1 1
(95)
position 17 16 9500
rotation 0 0 0 
scale 1 1 1
(96)
position -12 8 9600
rotation 0 0 0 
scale 1 1 1
(97)
position 10 -19 9700
rotation 0 0 0 
scale 1 1 1
(98)
position -6 15 9800
rotation 0 0 0 
scale 1 1 1
(99)
position 14 3 9900
rotation 0 0 0 
scale 1 1 1
(100)
position -17 -6 10000
rotation 0 0 0 
scale 1 1 1
